city,longitude,latitude
Ambler,-75.2231803,40.1538159
Ambler,-75.2457702,40.1391506
Ambler,-75.18472882,40.21185524
Ambler,-75.2227004,40.1539429
Ambler,-75.2457332,40.1391452
Ambler,-75.24364663,40.13978675
Ambler,-75.2241363,40.1534838
Ambler,-75.2229514,40.1540904
Ambler,-75.2149738,40.1597278
Ambler,-75.2136054,40.1574367
Ambler,-75.22511119,40.15355961
Ambler,-75.21794681,40.15643849
Ambler,-75.18298924,40.2108246
Ambler,-75.1854514,40.2122644
Ambler,-75.225871,40.1531681
Ambler,-75.18480961,40.21202907
Ambler,-75.2217773,40.1547719
Ambler,-75.2210822,40.155152
Ambler,-75.222012,40.153875
Ambler,-75.2197113,40.15607071
Ambler,-75.217789,40.156296
Ambler,-75.182565,40.181431
Ambler,-75.1826729,40.2098297
Ambler,-75.2460681,40.13935
Ambler,-75.1835115,40.1780138
Ambler,-75.18289,40.20957997
Ambler,-75.22743296,40.18513212
Ambler,-75.2439598,40.13997294
Ambler,-75.21477298,40.15907967
Ambler,-75.2193272,40.155461
Antioch,-86.6746312,36.0471839
Antioch,-86.6531771,36.0483524
Antioch,-86.65207787,36.04866947
Antioch,-86.7014149,36.0101112
Antioch,-86.6817117,36.0694525
Antioch,-86.6449512,36.0515016
Antioch,-86.6370555,36.0711212
Antioch,-86.6516962,36.0509376
Antioch,-86.6515813,36.0494419
Antioch,-86.6645066,36.046423
Antioch,-86.65503336,36.04177239
Antioch,-86.64977223,36.05055207
Antioch,-86.6555901,36.0517643
Antioch,-86.6362217,36.0707188
Antioch,-86.6594751,36.0467282
Antioch,-86.62081,36.0157
Antioch,-86.6255394,36.063007
Antioch,-86.6252934,36.06267552
Antioch,-86.683994,36.06844
Antioch,-86.66462511,36.0454247
Antioch,-86.652799,36.048959
Antioch,-86.6308365,36.0641982
Antioch,-86.7032178,36.0591389
Antioch,-86.6811743,36.068271
Antioch,-86.6854112,36.0712002
Antioch,-86.650855,36.048959
Antioch,-86.635093,36.070515
Antioch,-86.65692,36.0474
Antioch,-86.63052589,36.06600898
Antioch,-86.62857056,36.0552055
Antioch,-86.614312,36.052622
Antioch,-86.661197,36.043821
Antioch,-86.652544,36.049597
Antioch,-86.682709,36.068727
Antioch,-86.68628076,36.07043544
Antioch,-86.5967911,36.05893496
Antioch,-86.6155754,36.0505938
Antioch,-86.6818347,36.0690403
Antioch,-86.6652525,36.0468067
Antioch,-86.6534673,36.0454806
Antioch,-86.6471557,36.0491865
Antioch,-86.6898366,36.0855029
Antioch,-86.6494191,36.044093
Antioch,-86.6170434,36.0528242
Antioch,-86.6594,36.04391
Antioch,-86.6633514,36.0453371
Antioch,-86.6475296,36.0476054
Antioch,-86.66477816,36.04659401
Antioch,-86.6457352,36.0782654
Antioch,-86.660984,36.0425108
Antioch,-86.6509534,36.0899786
Antioch,-86.6502873,36.0477841
Antioch,-86.66460704,36.04642069
Antioch,-86.65514741,36.04745733
Antioch,-86.63567,36.070957
Antioch,-86.6465471,36.0482553
Antioch,-86.6761529,36.047596
Antioch,-86.6511628,36.0505894
Antioch,-86.5866385,36.0250038
Antioch,-86.676227,36.047285
Antioch,-86.688756,36.0835551
Antioch,-86.64678765,36.04841567
Antioch,-86.682957,36.068883
Antioch,-86.63217597,36.06771717
Antioch,-86.618756,36.053808
Antioch,-86.645381,36.050422
Antioch,-86.6475259,36.0475849
Apollo Beach,-82.39533089,27.7666536
Apollo Beach,-82.396463,27.76389
Apollo Beach,-82.3932343,27.7681556
Apollo Beach,-82.3951016,27.76692638
Apollo Beach,-82.3922161,27.7708666
Apollo Beach,-82.4122158,27.750593
Apollo Beach,-82.4228172,27.7803027
Apollo Beach,-82.40428112,27.77610939
Apollo Beach,-82.43061036,27.73620374
Apollo Beach,-82.3904458,27.7715302
Apollo Beach,-82.39311793,27.76815284
Apollo Beach,-82.3936582,27.7710411
Apollo Beach,-82.4124859,27.7509145
Apollo Beach,-82.37502058,27.78692028
Apollo Beach,-82.393574,27.770455
Apollo Beach,-82.3945507,27.765888
Apollo Beach,-82.412332,27.750421
Apollo Beach,-82.39520448,27.77147197
Apollo Beach,-82.383997,27.792411
Apollo Beach,-82.3951368,27.7712526
Apollo Beach,-82.395026,27.771566
Apollo Beach,-82.430009,27.736879
Apollo Beach,-82.3903859,27.7716627
Arabi,-90.0040983,29.9569566
Arabi,-90.001972,29.956943
Arabi,-89.9931219,29.9594566
Arabi,-90.00257512,29.96254193
Arabi,-89.9860454,29.9451498
Arabi,-90.00268678,29.96258939
Arabi,-90.0020626,29.9569885
Arabi,-90.0029102,29.95728814
Arabi,-90.0020905,29.95684206
Ardmore,-75.2850043,40.004547
Ardmore,-75.2928923,40.0089829
Ardmore,-75.2913337,40.008333
Ardmore,-75.2857499,40.004873
Ardmore,-75.2914821,40.0060765
Ardmore,-75.28575037,40.00491654
Ardmore,-75.291994,40.008494
Ardmore,-75.288746,40.008632
Ardmore,-75.288847,40.008798
Ardmore,-75.292331,40.008994
Ardmore,-75.288068,40.008608
Ardmore,-75.2906704,40.0063349
Ardmore,-75.289726,40.006197
Ardmore,-75.2892937,40.0072262
Ardmore,-75.29788001,39.99373552
Ardmore,-75.29288001,39.99719024
Ardmore,-75.28934989,40.008884
Ardmore,-75.2888395,40.0065511
Ardmore,-75.2954738,40.0096034
Ardmore,-75.28907329,40.00883546
Ardmore,-75.2922074,39.9972988
Ardmore,-75.2883269,40.0082878
Ardmore,-75.29037211,40.00667594
Ardmore,-75.29072041,40.00803424
Ardmore,-75.2976249,40.0086639
Ardmore,-75.2975078,39.9930508
Ardmore,-75.296892,40.0020436
Ardmore,-75.2880533,40.0080688
Ardmore,-75.2913377,40.008329
Ardmore,-75.2900017,40.0075945
Ardmore,-75.29094581,40.00803398
Ardmore,-75.289736,40.0075343
Ardmore,-75.290976,40.007405
Ardmore,-75.2905937,40.0074135
Ardmore,-75.29223914,40.00869289
Ardmore,-75.2936297,40.0096131
Ardmore,-75.2937697,40.0086321
Ardmore,-75.288802,40.008645
Ardmore,-75.287737,40.007641
Ardmore,-75.2920264,40.0071387
Ardmore,-75.2928598,39.9971724
Ardmore,-75.29163,40.0060267
Ardmore,-75.2859575,40.0075106
Ardmore,-75.2859575,40.0075199
Ardmore,-75.2878852,40.0077152
Ardmore,-75.2964267,40.000783
Ardmore,-75.28965232,40.0070933
Ardmore,-75.289118,40.006776
Ardmore,-75.29381915,40.00993645
Ardmore,-75.28976999,40.00753988
Ardmore,-75.29005731,40.00612297
Ardmore,-75.2906408,40.0063229
Ardmore,-75.2977014,39.993694
Ardmore,-75.2857502,40.0049166
Ardmore,-75.2891952,40.006738
Ardmore,-75.2912828,40.0074693
Ardmore,-75.28975103,40.0071126
Ardmore,-75.2916553,40.0080985
Ardmore,-75.28989,40.0075087
Ardmore,-75.28834813,40.00827323
Ardmore,-75.2957454,40.0096526
Ardmore,-75.2857145,40.0049044
Ardmore,-75.2908972,40.0081175
Ardmore,-75.2904019,40.0087223
Ardmore,-75.29111478,40.00756813
Ardmore,-75.2901091,40.0089686
Ardmore,-75.2906579,40.0080669
Ardmore,-75.2904644,40.0077877
Ardmore,-75.2955258,39.9998003
Ardmore,-75.2932477,40.006805
Ardmore,-75.2906251,40.0075813
Ardmore,-75.295926,40.000178
Ardmore,-75.2915506,40.0060657
Ardmore,-75.2978005,39.99368773
Ardmore,-75.2997637,39.9945508
Ardmore,-75.2931527,40.009306
Ardmore,-75.2880533,40.00807
Ardmore,-75.2914839,40.00827695
Ardmore,-75.292232,40.008832
Ardmore,-75.2941,40.00914
Ardmore,-75.2965282,40.0093479
Ardmore,-75.290909,40.007619
Ardmore,-75.296344,40.0093534
Ardmore,-75.2913682,40.0076187
Ardmore,-75.2956788,40.0096397
Ardmore,-75.2919492,40.0080694
Ardmore,-75.2908216,40.0062658
Ardmore,-75.296972,40.002171
Arnold,-90.395639,38.414518
Arnold,-90.3767904,38.4446671
Arnold,-90.366473,38.451102
Arnold,-90.3865044,38.4041853
Arnold,-90.3760217,38.4383506
Arnold,-90.3730346,38.4445111
Arnold,-90.3826485,38.4378054
Arnold,-90.376908,38.440313
Arnold,-90.3638215,38.4511617
Arnold,-90.37466,38.44465
Arnold,-90.39308167,38.41658401
Arnold,-90.383887,38.43596
Arnold,-90.3786977,38.4407065
Arnold,-90.3992686,38.4131182
Arnold,-90.37885022,38.44043081
Arnold,-90.38478971,38.41176778
Arnold,-90.38478971,38.43857298
Arnold,-90.3908517,38.4155314
Arnold,-90.3724,38.4466
Arnold,-90.3765,38.4433
Arnold,-90.3751021,38.439792
Arnold,-90.38527294,38.43847624
Arnold,-90.3737504,38.4460114
Arnold,-90.3751113,38.4451852
Arnold,-90.3763251,38.4009537
Arnold,-90.37863404,38.44057479
Arnold,-90.374209,38.446342
Arnold,-90.3774938,38.4055844
Arnold,-90.3701923,38.4475551
Arnold,-90.38658142,38.4390688
Arnold,-90.37568,38.434211
Arnold,-90.400033,38.412955
Arnold,-90.3869753,38.4384283
Arnold,-90.376476,38.446212
Arnold,-90.39074957,38.41842457
Arnold,-90.374796,38.44458
Arnold,-90.36642194,38.4506774
Arnold,-90.3777662,38.4426574
Arnold,-90.36400123,38.44904178
Arnold,-90.3770914,38.4061605
Arnold,-90.376726,38.44465
Arnold,-90.3732759,38.4463882
Arnold,-90.37704348,38.40606879
Arnold,-90.3913356,38.4173908
Arnold,-90.3793047,38.4075952
Arnold,-90.38382741,38.4131546
Arnold,-90.38206,38.439346
Arnold,-90.393812,38.416496
Arnold,-90.3915195,38.4166091
Arnold,-90.3909234,38.4154964
Arnold,-90.3807578,38.4109442
Arnold,-90.376397,38.446135
Arnold,-90.37734,38.414761
Arnold,-90.37043318,38.44736475
Arnold,-90.37547577,38.44008978
Arnold,-90.36367,38.45339
Arnold,-90.375794,38.4449788
Arnold,-90.39147561,38.41511368
Arnold,-90.3673957,38.4502224
Arnold,-90.37553617,38.3965596
Arnold,-90.373866,38.43867698
Ashland,-87.03568127,36.25014539
Ashland City,-87.07734,36.268783
Ashland City,-87.0347469,36.2496442
Ashland City,-87.064182,36.275129
Ashland City,-87.0642409,36.2741398
Ashland City,-87.0334777,36.2498474
Ashland City,-87.0659,36.274021
Ashland City,-87.058943,36.269593
Ashland City,-87.14413941,36.2807082
Ashland City,-87.065841,36.2738826
Ashland City,-87.035458,36.250434
Ashland City,-87.03581445,36.24953963
Ashland City,-87.047735,36.296691
Aston,-75.4270299,39.8577381
Aston,-75.42859107,39.8681945
Aston,-75.4273258,39.856717
Aston,-75.4689512,39.8672448
Aston,-75.4275079,39.8685483
Aston,-75.4514737,39.8702143
Aston,-75.450041,39.870909
Aston,-75.4270869,39.8645442
Aston,-75.4291767,39.8693879
Aston,-75.42659,39.863215
Aston,-75.42769,39.8572393
Aston,-75.4279443,39.8560651
Aston,-75.427292,39.854213
Aston,-75.4272799,39.865357
Aston,-75.4240937,39.8584714
Aston,-75.4283956,39.8638026
Aston,-75.42686,39.860225
Aston,-75.4268,39.84532
Aston,-75.4267155,39.8686363
Aston,-75.429165,39.8714143
Aston,-75.4275762,39.8659012
Aston,-75.42706288,39.85760955
Aston,-75.4271676,39.8594186
Aston,-75.4266385,39.8593252
Aston,-75.4267739,39.86150456
Aston,-75.42672347,39.86021033
Aston,-75.426747,39.8581289
Aston,-75.428805,39.86948984
Aston,-75.4264944,39.8592278
Aston,-75.4271713,39.8683607
Aston,-75.418487,39.864933
Aston,-75.4134635,39.8613017
Atco,-74.8995479,39.7715904
Atco,-74.900347,39.772589
Atco,-74.8941124,39.7683903
Atco,-74.9001874,39.7719113
Atco,-74.894218,39.768259
Atco,-74.87637,39.778436
Audubon,-75.4220827,40.1275552
Audubon,-75.0710011,39.8944686
Audubon,-75.072308,39.893752
Audubon,-75.4046996,40.1305418
Audubon,-75.4070561,40.12623591
Audubon,-75.41857761,40.114832
Audubon,-75.073064,39.895162
Audubon,-75.40517472,40.12803072
Audubon,-75.4327103,40.1288139
Audubon,-75.087907,39.893008
Audubon,-75.069442,39.8997041
Audubon,-75.07224666,39.89385914
Audubon,-75.4049252,40.1284831
Audubon,-75.42484198,40.12731666
Audubon,-75.4066361,40.1265687
Audubon,-75.4049042,40.1284351
Audubon,-75.433067,40.1280682
Audubon,-75.41326524,40.12512254
Audubon,-75.40666982,40.12817164
Audubon,-75.08908025,39.89135724
Audubon,-75.0690998,39.894061
Audubon,-75.072379,39.894121
Avon,-86.342695,39.763226
Avon,-86.337546,39.7661548
Avon,-86.348005,39.76307
Avon,-86.3786551,39.7636094
Avon,-86.356436,39.764056
Avon,-86.36043657,39.76396558
Avon,-86.35006,39.763054
Avon,-86.35459278,39.76394934
Avon,-86.3572751,39.7623901
Avon,-86.34220428,39.76411249
Avon,-86.3354215,39.7642174
Avon,-86.35239548,39.76401129
Avon,-86.3414382,39.7632026
Avon,-86.42772792,39.7617853
Avon,-86.3828501,39.7643026
Avon,-86.3274015,39.76478549
Avon,-86.33931,39.763037
Avon,-86.38784335,39.76501259
Avon,-86.3341507,39.7631807
Avon,-86.3442112,39.76317491
Avon,-86.3572544,39.7622577
Avon,-86.39325,39.76307
Avon,-86.3797676,39.7644872
Avon,-86.3417359,39.7642434
Avon,-86.38056681,39.7635881
Avon,-86.400957,39.778667
Avon,-86.3581302,39.7629488
Avon,-86.3518871,39.7630563
Avon,-86.434351,39.75972
Avon,-86.338117,39.7644
Avon,-86.3500795,39.7630909
Avon,-86.382815,39.763471
Avon,-86.40046812,39.76475718
Avon,-86.3839582,39.7642566
Avon,-86.33836395,39.76289591
Avon,-86.3486136,39.7637029
Avon,-86.35738836,39.76243561
Avon,-86.347783,39.76133987
Avon,-86.434352,39.759716
Avon,-86.32734304,39.76224952
Avon,-86.3319027,39.76313065
Avon,-86.434312,39.757854
Avon,-86.3795427,39.7630511
Avon,-86.3279114,39.7647726
Avon,-86.3795654,39.764723
Avon,-86.3427231,39.7637412
Avon,-86.33913739,39.76308946
Avon,-86.3567246,39.7622818
Avon,-86.40243887,39.76328002
Avon,-86.390693,39.7619488
Avon,-86.33975,39.76441
Avon,-86.35194885,39.76310443
Avon,-86.4009224,39.7790708
Avon,-86.3839582,39.76424639
Avon,-86.3525274,39.7641601
Avon,-86.3500723,39.76305611
Avon,-86.4406145,39.757662
Avon,-86.34010426,39.76307073
Avon,-86.3518871,39.763072
Avon,-86.3679989,39.7637798
Avon,-86.335862,39.763109
Avon,-86.328072,39.7645724
Avon,-86.35171386,39.76399141
Avon,-86.40063731,39.76451958
Avon,-86.3422879,39.7637372
Avon,-86.34348,39.76323
Avon,-86.3827147,39.7642914
Avon,-86.3397456,39.7674208
Avon,-86.35710812,39.76229674
Avon,-86.400155,39.7802877
Avon,-86.434009,39.758501
Avon,-86.35689411,39.76529676
Avondale,-90.20438366,29.90916753
Avondale,-75.79672694,39.83661824
Avondale,-75.795283,39.835114
Avondale,-75.7979041,39.83519272
Avondale,-75.79794,39.8352278
Avondale,-75.7150243,39.7951245
Avondale,-75.78148,39.847974
Avondale,-75.7248903,39.8032687
Avondale,-90.2068742,29.909585
Avondale,-75.7838799,39.8252402
BRANDON,-82.26339,27.93828
Bala Cynwyd,-75.2111478,40.008496
Bala Cynwyd,-75.23282936,39.9984297
Bala Cynwyd,-75.2243158,40.00360794
Bala Cynwyd,-75.224472,40.00348565
Bala Cynwyd,-75.212038,40.009522
Bala Cynwyd,-75.22184536,40.00366617
Bala Cynwyd,-75.240087,40.005116
Bala Cynwyd,-75.2401123,40.0050254
Bala Cynwyd,-75.23212173,40.02647279
Bala Cynwyd,-75.2323749,40.0046279
Bala Cynwyd,-75.2251523,40.0025551
Bala Cynwyd,-75.2105056,40.0091551
Bala Cynwyd,-75.224283,40.003943
Bala Cynwyd,-75.222084,40.0038621
Bala Cynwyd,-75.2328424,39.9984907
Bala Cynwyd,-75.21260649,40.00798391
Bala Cynwyd,-75.2322338,40.0046489
Bala Cynwyd,-75.226644,40.001297
Bala Cynwyd,-75.2288085,40.015406
Bala Cynwyd,-75.2320903,40.0067307
Bala Cynwyd,-75.2420057,40.0055702
Bala Cynwyd,-75.2324787,40.0048392
Bala Cynwyd,-75.221245,40.004238
Bala Cynwyd,-75.241391,40.0056502
Bala Cynwyd,-75.21194906,40.0095788
Bala Cynwyd,-75.2323113,40.0048625
Bala Cynwyd,-75.2417087,40.0055096
Bala Cynwyd,-75.2323749,40.0046454
Bala Cynwyd,-75.232847,39.998485
Bala Cynwyd,-75.2404712,40.0055615
Bala Cynwyd,-75.2320355,40.0042704
Bala Cynwyd,-75.23803419,40.0282892
Bala Cynwyd,-75.21490417,40.01600118
Bala Cynwyd,-75.2380841,40.0283575
Ballwin,-90.519614,38.594765
Ballwin,-90.50371139,38.59152288
Ballwin,-90.493565,38.596068
Ballwin,-90.5035651,38.5920571
Ballwin,-90.5014,38.59228
Ballwin,-90.4974469,38.5665381
Ballwin,-90.49692394,38.56647181
Ballwin,-90.5287178,38.5926405
Ballwin,-90.5228407,38.5691327
Ballwin,-90.5037342,38.5925868
Ballwin,-90.52522786,38.62049372
Ballwin,-90.5072234,38.5919648
Ballwin,-90.525957,38.592506
Ballwin,-90.52958272,38.5924859
Ballwin,-90.5437121,38.5931838
Ballwin,-90.50999515,38.59205263
Ballwin,-90.5356505,38.5934252
Ballwin,-90.496785,38.5934273
Ballwin,-90.4960044,38.5957071
Ballwin,-90.5243334,38.5930562
Ballwin,-90.5246294,38.62058382
Ballwin,-90.521464,38.595555
Ballwin,-90.4973621,38.566431
Ballwin,-90.49692843,38.59272904
Ballwin,-90.51926775,38.59389871
Ballwin,-90.511357,38.592237
Ballwin,-90.4878125,38.5981227
Ballwin,-90.5287454,38.5976219
Ballwin,-90.4946749,38.5960824
Ballwin,-90.48299745,38.596823
Ballwin,-90.4936726,38.5953143
Ballwin,-90.545587,38.5920289
Ballwin,-90.53743744,38.5932579
Ballwin,-90.49850277,38.56676521
Ballwin,-90.5405,38.5926
Ballwin,-90.51964682,38.59493054
Ballwin,-90.545198,38.5939867
Ballwin,-90.49496278,38.5681207
Ballwin,-90.5130569,38.5934377
Ballwin,-90.5351064,38.592587
Ballwin,-90.5242431,38.6206915
Ballwin,-90.5217866,38.5937003
Ballwin,-90.5470388,38.593503
Ballwin,-90.52617,38.592324
Ballwin,-90.5495306,38.5933035
Ballwin,-90.4964172,38.5935058
Bargersville,-86.1586784,39.6072419
Barrington,-75.0551598,39.8653728
Barrington,-75.055112,39.865277
Barrington,-75.0454627,39.872804
Barrington,-75.051284,39.872382
Barrington,-75.0518971,39.8666147
Barrington,-75.04635467,39.87254863
Barrington,-75.06125527,39.85818891
Barrington,-75.046305,39.872553
Barrington,-75.05105357,39.87311568
Barrington,-75.0552625,39.8651996
Barrington,-75.06137487,39.85822879
Bayonet Point,-82.6998828,28.3327942
Beaumont,-113.4172044,53.3628181
Beaumont,-113.4160167,53.3538775
Beaumont,-113.4160934,53.35339288
Beaumont,-113.418247,53.3526529
Beech Grove,-86.0891443,39.7219257
Beech Grove,-86.0907661,39.7219101
Beech Grove,-86.081227,39.71531
Beech Grove,-86.112838,39.722964
Beech Grove,-86.08316182,39.70223048
Beech Grove,-86.08468898,39.72195814
Beech Grove,-86.0899866,39.72180687
Belle Chasse,-90.0057014,29.8241301
Belle Chasse,-89.9964664,29.8635757
Belle Chasse,-89.98681,29.857071
Belle Chasse,-89.9998179,29.864751
Belle Chasse,-89.9968759,29.86252184
Belle Chasse,-89.99546318,29.86165037
Belle Chasse,-89.98795382,29.85092023
Belle Chasse,-89.9999636,29.8402488
Belle Chasse,-90.00171,29.865746
Belle Chasse,-90.0173044,29.8777671
Belle Chasse,-89.9893094,29.8583337
Belle Chasse,-90.0032307,29.83273136
Belle Chasse,-90.0021311,29.8349816
Belle Chasse,-90.00069469,29.86530611
Belle Chasse,-90.0266383,29.7820927
Belle Chasse,-89.9999517,29.8400659
Belle Meade,-86.8733789,36.0978821
Belle Meade,-86.8725882,36.0969836
Belleair Blf,-82.8183318,27.9163762
Belleair Bluffs,-82.8171014,27.9179601
Belleair Bluffs,-82.8181364,27.917239
Belleair Bluffs,-82.819542,27.9174024
Belleair Bluffs,-82.81709431,27.91795272
Belleair Bluffs,-82.81703262,27.91806507
Belleair Bluffs,-82.8178333,27.9168347
Belleair Bluffs,-82.820173,27.9174
Bellefontaine Neighbors,-90.2207657,38.7670903
Belleville,-89.9513852,38.51702103
Belleville,-90.03591853,38.54099633
Belleville,-89.9800047,38.5138537
Belleville,-89.9557512,38.518239
Belleville,-89.9245112,38.5200212
Belleville,-89.95610864,38.516857
Belleville,-89.9797044,38.5139357
Belleville,-89.92610829,38.52003878
Belleville,-89.96246,38.534196
Belleville,-89.955477,38.517278
Belleville,-90.00179,38.509142
Belleville,-89.9805554,38.5137923
Belleville,-89.9813947,38.5134253
Belleville,-89.98216672,38.51379467
Belleville,-89.9818257,38.5137897
Belleville,-89.9356731,38.5187738
Belleville,-89.952377,38.517048
Belleville,-90.0210792,38.5390727
Belleville,-90.0842214,38.562829
Belleville,-90.03591,38.54841
Belleville,-89.9840413,38.5097083
Belleville,-90.0211703,38.5379853
Belleville,-90.0237491,38.5412776
Belleville,-89.9828591,38.5145679
Belleville,-90.0373295,38.5519105
Belleville,-90.0019307,38.5178779
Belleville,-89.9528517,38.5150568
Belleville,-89.94904355,38.51752909
Belleville,-89.9702364,38.530032
Belleville,-89.96989513,38.5308283
Belleville,-89.984115,38.502492
Belleville,-89.955167,38.516379
Belleville,-90.022485,38.540388
Belleville,-90.041102,38.5534869
Belleville,-89.9237729,38.5200648
Belleville,-90.03537029,38.5278336
Belleville,-89.955368,38.5172125
Belleville,-89.977818,38.512872
Belleville,-90.0239312,38.5418902
Belleville,-89.97793045,38.51271633
Belleville,-89.9308159,38.50647
Belleville,-89.92547996,38.52010669
Belleville,-89.98593,38.5132718
Belleville,-90.0443582,38.5565231
Belleville,-89.94733778,38.51799209
Belleville,-90.0097577,38.5417809
Belleville,-89.926332,38.5060256
Belleville,-89.99369712,38.50942248
Belleville,-89.99479856,38.50361699
Belleville,-90.0079126,38.5207504
Belleville,-90.02173796,38.5387109
Belleville,-89.982694,38.5147819
Belleville,-90.0176168,38.5419865
Belleville,-90.08869829,38.56181086
Belleville,-89.9405416,38.4782443
Belleville,-89.94526062,38.5181978
Belleville,-89.9817642,38.5134896
Belleville,-90.0348043,38.5498805
Belleville,-89.9797359,38.5133352
Belleville,-89.996248,38.515113
Belleville,-90.0206783,38.5387445
Belleville,-89.92702194,38.51998652
Belleville,-89.9674375,38.5317249
Belleville,-90.01693538,38.5346489
Belleville,-89.985367,38.502124
Belleville,-89.929644,38.5693223
Belleville,-90.038473,38.553907
Belleville,-90.091776,38.56131
Belleville,-90.025811,38.541233
Belleville,-90.0387373,38.5543616
Belleville,-90.039045,38.5537274
Belleville,-89.996427,38.5150813
Belleville,-89.98323016,38.50010438
Belleville,-89.9622908,38.53539637
Belleville,-89.9866597,38.5134101
Belleville,-90.0351142,38.5271278
Belleville,-89.9416439,38.5062524
Belleville,-90.03546,38.535156
Belleville,-89.929873,38.56986
Belleville,-89.9238918,38.4717984
Belleville,-90.0194893,38.5366311
Belleville,-89.987062,38.513844
Belleville,-89.9776726,38.5118754
Bellevue,-86.9194618,36.0739499
Bellevue,-86.9729834,36.0350177
Bellevue,-86.955506,36.081194
Bellevue,-86.9540335,36.0457667
Bellevue,-86.94705,36.07695296
Bellevue,-86.9230086,36.1083438
Bellevue,-86.92332253,36.07331959
Bellmawr,-75.0792336,39.8651642
Bellmawr,-75.0792517,39.8651537
Bellmawr,-75.0784989,39.8653498
Bellmawr,-75.080301,39.86706
Bellmawr,-75.0746134,39.8655982
Bellmawr,-75.105686,39.87547
Bellmawr,-75.08127049,39.87122314
Belmont Hills,-75.23806391,40.02828599
Bensalem,-74.923498,40.132328
